,dice,presision,recall
before_mean,0.7141341679794737,0.8730816703210525,0.6985863550563157
before_std,0.3866318100688867,0.24872333771170482,0.3945189536997155
after_mean,0.7369982454163159,0.9425861703157895,0.7040246139163159
after_std,0.3636967984331132,0.1441072251921109,0.37608871809627237
difference,-0.022864077436842156,-0.06950449999473696,-0.005438258860000156
