,dice,presision,recall
before_mean,0.9152039200237373,0.9146987772444445,0.9687280959257577
before_std,0.23247877830075817,0.2237682419587777,0.12475121458279192
after_mean,0.9415547580606061,0.9324085348282829,0.9815648148484849
after_std,0.1798362506997794,0.19244390829407326,0.06322043031071176
difference,-0.026350838036868773,-0.017709757583838415,-0.012836718922727197
