,dice,presision,recall
before_mean,0.8904595155247368,0.9231231666631579,0.9038183214615788
before_std,0.2077875258765904,0.16111987690195537,0.20104903949325548
after_mean,0.9078875531578947,0.9373248709473685,0.9029118507894737
after_std,0.17661029389467203,0.11207699367898304,0.1969887008159097
difference,-0.017428037633157922,-0.014201704284210637,0.0009064706721051419
