,dice,presision,recall
before_mean,0.8173219014934343,0.9548073657676768,0.8442815035540405
before_std,0.3491111953615463,0.16132778505457043,0.33556607672683647
after_mean,0.8726513512564102,0.9763869499145298,0.8716209967692307
after_std,0.2813149716470015,0.08903327605155067,0.2883796066701123
difference,-0.055329449762975935,-0.021579584146853015,-0.027339493215190136
