,dice,presision,recall
before_mean,0.8063726213463158,0.8899553262894736,0.8841421257147368
before_std,0.36304145117883563,0.28664429474309605,0.28441534946426544
after_mean,0.861151749151579,0.9464354103157895,0.8832794242042105
after_std,0.29470021774962707,0.18389754907551795,0.27907420578821507
difference,-0.05477912780526317,-0.05648008402631588,0.0008627015105263647
