,dice,presision,recall
before_mean,0.7186956633,0.8752694237526315,0.7505715169368422
before_std,0.4092951631001818,0.2823411608149309,0.39529490835057685
after_mean,0.7630783648578947,0.8859369552631577,0.7639451496105264
after_std,0.3800254216204363,0.2589872701634293,0.37899713353965314
difference,-0.0443827015578947,-0.01066753151052624,-0.013373632673684188
