loss,precision,recall,dice_coef,hausdorff_distance,val_loss,val_precision,val_recall,val_dice_coef,val_hausdorff_distance
0.003896671902864825,0.5594341841866057,0.6514118040531897,0.5848417966242397,0.23623524542118227,0.0016537637541850292,0.6860486418701882,0.7482573614564053,0.7112146419148112,0.16861234078573625
0.003896671902864825,0.5594341841866057,0.6514118040531897,0.5848417966242397,0.23623524542118227,0.0016537637541850292,0.6860486418701882,0.7482573614564053,0.7112146419148112,0.16861234078573625
0.0010841939487998091,0.6833318447304326,0.8634000985428344,0.7599460962206819,0.1535639709424834,0.0015987145665729808,0.7302131622336632,0.7427009804304257,0.7326815078424853,0.14001257149286048
0.00082842968932223,0.7161524221647617,0.8998495761738267,0.7955760617588842,0.1342248066133538,0.0025315887121440364,0.6202164340850919,0.6750134860360345,0.6412524468676989,0.17011563521484996
0.0007060480788674985,0.7367417543433433,0.9162251039299854,0.8150182326172674,0.12396306622513505,0.001865118053514337,0.7653309267620708,0.7560835001080535,0.7571142105169074,0.11336638657159584
0.0005889118603717666,0.7595481928697853,0.9323883436446966,0.8359606961871302,0.11243797691408979,0.0019327690055983705,0.7468174537947011,0.7636928037155506,0.7516478710396345,0.1111063699389613
0.0005782671427749487,0.764242637711902,0.9336769343115563,0.8391221109517785,0.10983087892622449,0.00197894882713986,0.5317919815695563,0.8521579470745353,0.6525084027024203,0.15531202686387438
0.0005228243252129814,0.7760955427968225,0.9414377146682074,0.849775737177494,0.10368205076733301,0.001629099734181668,0.7577637137368668,0.805202163929163,0.7782572444095168,0.1042865335594776
0.0004468421906917789,0.7955600484859112,0.9517119000817454,0.8657963057590086,0.09410248643090559,0.0023549595815237872,0.7592193437177082,0.7636171889859577,0.7580443809198779,0.08569085448980332
0.00043919720818277793,0.7980709215929341,0.9525282102961873,0.8677292870227681,0.09313567354408807,0.0022130946103526756,0.7952817431716032,0.75869778976884,0.773290031455284,0.08352966117997503
0.0003953275512389535,0.8096736110227053,0.9583347599866778,0.8771400571562523,0.08657074853951155,0.0024318916717717466,0.807739576350811,0.7482070531955985,0.773148262500763,0.08431601358014484
0.0003782993096582115,0.8153655844372373,0.9604478054268416,0.88141787038293,0.08429295243045619,0.0025595747811589823,0.8234010227890902,0.7196020492287569,0.7645208039949106,0.08171766317167947
0.00035562777985158095,0.8226582725380742,0.9631560058787811,0.8868931013484334,0.08085947462985682,0.0031232266784320738,0.8291237437447836,0.6855586240457934,0.745812083676804,0.07725483792465787
0.0003393796215891069,0.8274956827939943,0.9651337273592173,0.890580951127895,0.07828150825618312,0.0026416400125315194,0.7971797385881113,0.7514064059701077,0.7706949766292128,0.07443901283103366
0.0004499953502598273,0.8034096718874089,0.9502121162275935,0.8694392255572385,0.09462634506093902,0.002679803241369163,0.8204779916031416,0.7222579771696135,0.7641737915748774,0.0793695687901142
0.00031224880098476245,0.8366732084473898,0.9686489837807278,0.8974550860565762,0.0751088913616746,0.002788479424211695,0.8173981300620146,0.744309419254924,0.7752854189207388,0.07191618975511817
0.0002815669119225403,0.8470427736986516,0.9724088738824046,0.905148341142854,0.06926433101816233,0.002660222864590672,0.7990722295849823,0.769579311858776,0.7803052904993989,0.07007912340205769
0.00027791253491751524,0.8484406130258427,0.9728850314090418,0.9061948015939357,0.0678392400358652,0.0037396058624307085,0.8097620345825373,0.6977402398752611,0.7449929822322934,0.07235852894048359
0.0004096795231351618,0.8131624706262766,0.9550979980202609,0.8776940198138703,0.08932438523097094,0.0025751512657396147,0.8073292299758557,0.7573010583256566,0.7782133121823156,0.07608648053435392
0.00027305493491693657,0.8499737554511358,0.973433788016785,0.9073344425406566,0.068002473463326,0.0032924757574598284,0.8179397524789322,0.7403394836325978,0.7733043084310931,0.06718569872684257
0.00025189717665387773,0.8580914407275444,0.9759832954683969,0.913108316549035,0.06346897314367599,0.0034967645824085488,0.8283054870228435,0.7267096617887187,0.7702136724494224,0.06576525634804438
0.0002487292315615991,0.8597083669069201,0.9763647861952005,0.9141793973224107,0.06224591715131388,0.00311770387383741,0.8179779188577518,0.7477114028708879,0.7777903750885364,0.06845496591440467
