loss,precision,recall,dice_coef,hausdorff_distance,val_loss,val_precision,val_recall,val_dice_coef,val_hausdorff_distance
0.44001937723437023,0.5993706816742413,0.6130060778540928,0.5688776159030927,0.0773626836601558,0.39303488620491916,0.5067072056060613,0.7678468515706617,0.6072367252305496,0.0558931176572345
0.44001937723437023,0.5993706816742413,0.6130060778540928,0.5688776159030927,0.0773626836601558,0.39303488620491916,0.5067072056060613,0.7678468515706617,0.6072367252305496,0.0558931176572345
0.2770480372184931,0.7627271041620609,0.6952854821501776,0.7232186356602713,0.03895753990902111,0.3126067458197128,0.8372791814249615,0.5914805423381717,0.6874484841213669,0.038175050931614496
0.23867391465708268,0.7989933921847232,0.7328119461619577,0.7614856280559718,0.036097053291146146,0.30106343529945195,0.8157356733499571,0.6187253886877104,0.6990037263825882,0.037322656091215996
0.21542888456998868,0.8160808152930681,0.7602805224962013,0.7846965350383936,0.033887909322457256,0.30947742129481115,0.8267122897990914,0.6014249413512474,0.6905599515105403,0.03754059521611347
0.19948194733885832,0.8298517019942749,0.7768843282793844,0.8006082654692406,0.03245429364791096,0.2778407385182935,0.754965349685314,0.7006352068379867,0.7222518130790355,0.036734569601194804
0.18328417851481327,0.8431487075811208,0.7947601728661116,0.8167860455291216,0.030201199154781047,0.25612538858901623,0.8255319481672243,0.6843623115572819,0.7438977319140767,0.033447353290610535
0.17528542786143547,0.8510610061329464,0.8026831850756047,0.8247913727233577,0.029499837260173505,0.2431316888609598,0.7887021694072457,0.7342299239580021,0.7568865390711053,0.03125719405537428
0.1663769404555476,0.85788917111796,0.8131880665934363,0.8336884395327679,0.02815679491952408,0.23826362088669178,0.7890252202056175,0.742801865588787,0.76176669985749,0.03138691385298274
0.15835471652274907,0.8644303502038467,0.8222189118695814,0.8417185272588287,0.02737808765756876,0.24522993287374806,0.7589458867560985,0.755487647167472,0.7548655914705853,0.03771465374806593
0.15392918510492457,0.8687503538852515,0.8265430936286616,0.8461264737816744,0.026849548512160086,0.2478335036787876,0.7537351283916207,0.7582641665325608,0.7522568076155907,0.032191661615357844
0.14791053311769353,0.8729765102613803,0.8340399634006411,0.8521581457797871,0.026151576102169793,0.2385655591654223,0.8222586884055026,0.7168824163980262,0.7614594490029091,0.029676385085250057
0.14137489268946093,0.8784089398938556,0.8412216967621515,0.8586847155593162,0.025319721518344312,0.2393615905628648,0.8182116078775983,0.7178987819094991,0.7606403519940931,0.030297352191667223
0.13776591517204462,0.8812254533518192,0.8456449297278427,0.8622968780439954,0.02492297075818791,0.2640503680983255,0.8617240437241488,0.6490983154884604,0.735989092394363,0.03191222458384758
0.13154112703578416,0.887802635237228,0.8513226728106654,0.868518322844838,0.024234569161523913,0.2294058167657187,0.8214854556460713,0.7309648996175722,0.7706532966258914,0.030037499513736993
0.1305925866199094,0.8878705697004186,0.8530967654183853,0.8694590824287991,0.023907300760579665,0.2324152702508971,0.8254908672598905,0.7237843273684036,0.7676455151203067,0.030342732006034184
0.12437579825867054,0.8929185023834539,0.8602008691360784,0.8756663477698038,0.02316600898778889,0.22299864264421684,0.8209922912508942,0.7430943428083908,0.7770518821339275,0.030535408265368883
0.12326017507286958,0.8943819631670796,0.8609778237204219,0.8767951686714971,0.02272678283476379,0.2275737670964973,0.8201603462529737,0.7354485104250353,0.7724489339562349,0.029280309777620226
0.12008871817311575,0.8972708413074183,0.8643329964127652,0.8799610246752584,0.022424328941202096,0.29317251915155457,0.8551357130671656,0.6103798130223917,0.7068699395933816,0.03307397297995035
0.11754577561866406,0.898195353566214,0.8683853376743406,0.8825013925169789,0.0220511874985383,0.3022706655568855,0.8773955001387486,0.5889908719894498,0.6977088124253029,0.03168906848444495
0.11505206989687543,0.9009021558040796,0.8705888185390206,0.8849995404481887,0.021754707277990705,0.23277395880499552,0.8428834610207137,0.7095735832702282,0.7672311788381532,0.03106573365282181
0.11073094398476356,0.9049537321162778,0.874945121587709,0.8893145672803702,0.021010560215299214,0.2655003162317498,0.8746912288111309,0.6402330253013345,0.7345354307529538,0.030213109074636948
0.11096857093101324,0.9046838748593663,0.8748479075210039,0.8890831110089324,0.021071026080049748,0.25015952476235326,0.8394977946614111,0.6858647259168846,0.7498775748319404,0.0295827696316464
0.10840588995190555,0.9063533172357914,0.878159488772237,0.8916539409132891,0.020778207734313815,0.25453818287960317,0.854373532949492,0.6684216435565505,0.7454762961975364,0.03011226094392843
0.10534480546796045,0.909236336378164,0.8812668652035469,0.8947022882311844,0.020285586869820606,0.25160391996073167,0.8528317825738774,0.6742789354435234,0.7483901417532632,0.028997271170103273
0.10478654704814734,0.9093930534152097,0.8822494119405746,0.8952592373587365,0.020232472756097828,0.24233375039211538,0.8528562348942424,0.6869030532448791,0.757694449535636,0.02923157268831896
0.10419430919857912,0.9097458039605341,0.8830543143804683,0.8958494130262109,0.019886259317701292,0.2790878894717194,0.863087134305821,0.6270733012709506,0.7209109712478726,0.031133276570674984
0.1012680057869401,0.9124839398056962,0.8860371498867523,0.8987820011931796,0.019464867758066502,0.2424673831740091,0.8534602575523909,0.6869452287984449,0.7575381348299426,0.02939854223541049
0.10116024405457252,0.912347464298093,0.886455997547438,0.8988997839217963,0.019646174443322558,0.23710503827693852,0.8196790099143982,0.7211512443631194,0.7629125498061956,0.029816406367476598
0.09815567135810851,0.9145355695208838,0.8901426592538523,0.9018854234800783,0.019081979118244247,0.23381654467693594,0.8403702508571536,0.7104285578395045,0.7662414778110593,0.028880077565825262
