hausdorff_distance,dice_coef,recall,precision,loss
0.028078194707632065,0.710652232170105,0.6053517460823059,0.8603450655937195,0.2896382212638855
0.030166763812303543,0.8081774115562439,0.7529482841491699,0.8721706867218018,0.1918366551399231
0.02943423204123974,0.7425249218940735,0.6394997239112854,0.8851550221443176,0.2572172284126282
0.02961038611829281,0.8201006054878235,0.77593994140625,0.869608461856842,0.17999887466430664
0.02357160672545433,0.7940608859062195,0.693604052066803,0.9285714030265808,0.20577621459960938
0.024709245190024376,0.8399261236190796,0.804524302482605,0.8785995841026306,0.16003984212875366
0.020947810262441635,0.7795796990394592,0.8098207712173462,0.7515300512313843,0.22064059972763062
0.0263172946870327,0.7095786333084106,0.7509127259254456,0.6725801229476929,0.29050296545028687
0.023836275562644005,0.8205097317695618,0.7676602005958557,0.8811906576156616,0.17941337823867798
0.036513227969408035,0.6965896487236023,0.6587115526199341,0.7391161322593689,0.30336838960647583
0.031109942123293877,0.812153160572052,0.7872706055641174,0.8386785984039307,0.18752288818359375
0.03249863162636757,0.7171903252601624,0.5953417420387268,0.9017929434776306,0.2828810214996338
0.024628328159451485,0.7932255864143372,0.8111518025398254,0.7760903239250183,0.2068079113960266
0.025985155254602432,0.8283266425132751,0.7847052216529846,0.8770970702171326,0.17171519994735718
0.020070919767022133,0.8053439259529114,0.8078127503395081,0.8029045462608337,0.1946619153022766
0.024142447859048843,0.820705771446228,0.7787874341011047,0.8674094080924988,0.17935603857040405
0.032757602632045746,0.7548671364784241,0.7586300373077393,0.7511631846427917,0.24542510509490967
0.02773449569940567,0.8394728302955627,0.8023816347122192,0.8801721334457397,0.16067618131637573
0.02277088165283203,0.8584123849868774,0.8402084708213806,0.877433717250824,0.14159971475601196
0.02039211243391037,0.8053498268127441,0.71413254737854,0.9233078956604004,0.1947416067123413
0.025527533143758774,0.7825538516044617,0.7746102809906006,0.7906813025474548,0.21766149997711182
0.020071376115083694,0.8314917087554932,0.7534658312797546,0.9275623559951782,0.16818499565124512
0.019741959869861603,0.8407692909240723,0.772196352481842,0.9227277636528015,0.15897315740585327
0.02617477998137474,0.8113096952438354,0.764535665512085,0.8641955852508545,0.18841439485549927
0.021948853507637978,0.7684291005134583,0.7388783097267151,0.8004612922668457,0.23148268461227417
0.031437791883945465,0.7151893377304077,0.6470365524291992,0.7994194030761719,0.28473877906799316
0.027294963598251343,0.8165170550346375,0.7466763257980347,0.9007887840270996,0.18364322185516357
0.02797413244843483,0.7968608140945435,0.7089381217956543,0.9097048044204712,0.20352762937545776
0.026349864900112152,0.7737072706222534,0.709865391254425,0.8501917123794556,0.22616302967071533
0.022803498432040215,0.8091188073158264,0.8541648387908936,0.7686002254486084,0.19111788272857666
0.01875145360827446,0.7654744982719421,0.7735574245452881,0.7575783133506775,0.2344834804534912
0.024643417447805405,0.8262243270874023,0.774662435054779,0.8851543068885803,0.17368686199188232
0.018766850233078003,0.734490156173706,0.7634400129318237,0.7076737284660339,0.2656005024909973
0.025910772383213043,0.8193402886390686,0.796149492263794,0.8439375758171082,0.18053579330444336
0.027112098410725594,0.7486175894737244,0.7061224579811096,0.7965824007987976,0.25131112337112427
0.02386375144124031,0.8203721642494202,0.7914443612098694,0.8515130877494812,0.17946618795394897
0.029491255059838295,0.7660980224609375,0.6960163712501526,0.8519024848937988,0.23392325639724731
0.026182949542999268,0.8019048571586609,0.7328225374221802,0.8853893876075745,0.19783282279968262
0.02425493486225605,0.7140631675720215,0.662344753742218,0.7745707035064697,0.28576362133026123
0.026719648391008377,0.7972251176834106,0.765212893486023,0.83205246925354,0.20276695489883423
0.026919128373265266,0.7403513789176941,0.6797109246253967,0.8129018545150757,0.2594527006149292
0.024721674621105194,0.7722257375717163,0.7458152770996094,0.8005959987640381,0.228010356426239
0.027829863131046295,0.693135142326355,0.5982459187507629,0.8238468170166016,0.30684059858322144
0.02609909698367119,0.8430042862892151,0.8052095174789429,0.8845346570014954,0.1569097638130188
0.022471744567155838,0.8466817140579224,0.8662940859794617,0.8279476761817932,0.15304219722747803
0.038674112409353256,0.7522369027137756,0.6430865526199341,0.9060490727424622,0.24766314029693604
0.024137042462825775,0.8310524225234985,0.7944847941398621,0.8711622953414917,0.168712317943573
0.033712681382894516,0.7522448897361755,0.6770612001419067,0.8462401628494263,0.24769866466522217
0.021529745310544968,0.7785087823867798,0.6862492561340332,0.8994535803794861,0.2217264175415039
0.01636960729956627,0.8556838631629944,0.8203575611114502,0.8942049741744995,0.1445472240447998
0.03399787098169327,0.7448465824127197,0.6652228236198425,0.8461538553237915,0.2554159164428711
0.029531698673963547,0.668353796005249,0.5711814165115356,0.805413544178009,0.33182698488235474
0.029395194724202156,0.7493795156478882,0.7906322479248047,0.7122390270233154,0.2504110336303711
0.020092232152819633,0.841297447681427,0.8065714240074158,0.8791653513908386,0.1587163805961609
0.02451038733124733,0.8445539474487305,0.815578043460846,0.8756797313690186,0.1552923321723938
0.02198435738682747,0.7452114820480347,0.7273151874542236,0.7640320658683777,0.2549562454223633
0.023947179317474365,0.8136177659034729,0.7817051410675049,0.848264217376709,0.18648868799209595
0.03007909655570984,0.6955735683441162,0.6592828631401062,0.7361209988594055,0.30419236421585083
0.019295653328299522,0.7527692317962646,0.7078812122344971,0.8037593364715576,0.24711745977401733
0.03307673707604408,0.696297287940979,0.5912977457046509,0.8466789722442627,0.303480863571167
0.027024928480386734,0.77381831407547,0.6848970651626587,0.889305591583252,0.22610026597976685
0.035579316318035126,0.6993226408958435,0.7088831067085266,0.690038800239563,0.3004317879676819
0.02041684277355671,0.796766459941864,0.7070587277412415,0.9125688672065735,0.2035667896270752
0.029658891260623932,0.7995569109916687,0.7577245831489563,0.8462967872619629,0.2003658413887024
0.021461090072989464,0.7889828681945801,0.8031230568885803,0.7753473520278931,0.21091026067733765
0.021632026880979538,0.8190106749534607,0.8418671488761902,0.7973744869232178,0.1809065341949463
0.020036520436406136,0.8835780620574951,0.8236536383628845,0.9529179334640503,0.11655217409133911
0.034676071256399155,0.7127857208251953,0.6900861859321594,0.7370520830154419,0.28707921504974365
0.021972738206386566,0.8384983539581299,0.829697847366333,0.8475025296211243,0.16138416528701782
0.0450257807970047,0.6850233674049377,0.5991588234901428,0.7996546030044556,0.3150007128715515
0.031759440898895264,0.7534090280532837,0.6514666080474854,0.8932071924209595,0.2465183138847351
0.0241355299949646,0.8545329570770264,0.8302896618843079,0.8802469968795776,0.14548158645629883
0.023353520780801773,0.8413293361663818,0.8156675696372986,0.8686707615852356,0.1590135097503662
0.027685966342687607,0.7211069464683533,0.6610504388809204,0.7932007908821106,0.2787274718284607
0.029038209468126297,0.7570247054100037,0.739302933216095,0.775641679763794,0.24303734302520752
0.027238233014941216,0.8212158679962158,0.8118560910224915,0.8308091163635254,0.17931103706359863
0.0314999595284462,0.7121626138687134,0.5836132764816284,0.9133927226066589,0.28745055198669434
0.024783365428447723,0.7991120219230652,0.7253842949867249,0.8895455598831177,0.2009686827659607
0.022711170837283134,0.8364881873130798,0.8227555155754089,0.8507007360458374,0.1634160876274109
0.017276208847761154,0.7989614605903625,0.8112753033638,0.7870318293571472,0.20105475187301636
0.023650605231523514,0.8524872064590454,0.837786853313446,0.8677248954772949,0.14751684665679932
0.025109373033046722,0.8249221444129944,0.809260904788971,0.841215193271637,0.17492324113845825
0.026432858780026436,0.7795771956443787,0.704922080039978,0.8719431757926941,0.22066456079483032
0.02979440800845623,0.7934772372245789,0.7016551494598389,0.9129766225814819,0.2066681981086731
0.022412559017539024,0.8176069855690002,0.7586349248886108,0.8865392208099365,0.18240410089492798
0.02178153023123741,0.731688380241394,0.6473549604415894,0.8413227200508118,0.2681933641433716
0.02535577490925789,0.8165347576141357,0.7553290724754333,0.8885511755943298,0.1834416389465332
0.01861306093633175,0.826208233833313,0.8047850728034973,0.848816454410553,0.17334997653961182
0.02826419658958912,0.7892249226570129,0.7189174890518188,0.8747995495796204,0.21111762523651123
0.020243901759386063,0.8462681770324707,0.7707469463348389,0.9382144212722778,0.1536083221435547
0.024435043334960938,0.7697509527206421,0.7116564512252808,0.8381962776184082,0.22993284463882446
0.03165219724178314,0.8257147669792175,0.7959601283073425,0.8577932715415955,0.1741829514503479
0.0354507714509964,0.7224767208099365,0.6971308588981628,0.7497583031654358,0.2777542471885681
0.03957485407590866,0.7459114193916321,0.6725359559059143,0.8372839093208313,0.25372499227523804
0.021986328065395355,0.8404296040534973,0.8029316067695618,0.8816165924072266,0.15943562984466553
0.022345392033457756,0.8016622066497803,0.7465675473213196,0.8655581474304199,0.19853812456130981
0.025616545230150223,0.8518859148025513,0.821161150932312,0.8850125670433044,0.14802557229995728
0.0251243244856596,0.8259897828102112,0.7921441793441772,0.8628740310668945,0.17409586906433105
0.026307545602321625,0.8184670805931091,0.7798294425010681,0.8611515760421753,0.18187618255615234
0.030719418078660965,0.7759708166122437,0.7661340832710266,0.7860816717147827,0.2239646315574646
0.02381393499672413,0.8113094568252563,0.7771854996681213,0.8485852479934692,0.18883728981018066
0.0257229246199131,0.723747193813324,0.5997264981269836,0.9124826788902283,0.2764427661895752
0.021194420754909515,0.7651232481002808,0.805961012840271,0.7282419800758362,0.2349950671195984
0.03612367436289787,0.6850488185882568,0.6479523181915283,0.7266823649406433,0.31530117988586426
0.032517366111278534,0.7304100394248962,0.6255239248275757,0.8775951266288757,0.269473135471344
0.02405126579105854,0.839040219783783,0.7676697373390198,0.925058126449585,0.1609625220298767
0.029749926179647446,0.6957932710647583,0.6571655869483948,0.7392745018005371,0.30446410179138184
0.023043321445584297,0.841762363910675,0.7676582932472229,0.9317196011543274,0.1581963300704956
0.023116085678339005,0.7676453590393066,0.7195999622344971,0.822585940361023,0.2322959303855896
0.02972872368991375,0.8298323750495911,0.816321611404419,0.8438122272491455,0.17043930292129517
0.024775397032499313,0.8357767462730408,0.8004059791564941,0.8744340538978577,0.16438335180282593
0.026449425145983696,0.8169057369232178,0.7708367705345154,0.8688493967056274,0.1830754280090332
0.027000991627573967,0.7854308485984802,0.731411337852478,0.8480905294418335,0.21442902088165283
0.0316803976893425,0.78326416015625,0.8071866035461426,0.7607367038726807,0.21671873331069946
0.023651791736483574,0.8424614071846008,0.7719924449920654,0.927101194858551,0.15768557786941528
0.032500479370355606,0.7557389736175537,0.6706110835075378,0.8656566739082336,0.24436134099960327
0.02875029854476452,0.7779285907745361,0.777800977230072,0.7780717015266418,0.2222139835357666
0.023192645981907845,0.8331484198570251,0.7838357090950012,0.8890993595123291,0.16675251722335815
0.02372906543314457,0.8184177875518799,0.7770835161209106,0.8644150495529175,0.18157339096069336
0.03547346219420433,0.768139660358429,0.6631378531455994,0.9126760363578796,0.23182052373886108
0.029551904648542404,0.7808628678321838,0.7214750051498413,0.8509297370910645,0.21914827823638916
0.03148314729332924,0.7694739699363708,0.7287797331809998,0.815005362033844,0.23050296306610107
0.038012322038412094,0.7502828240394592,0.6516265273094177,0.8841710090637207,0.24971455335617065
0.031172623857855797,0.8019862771034241,0.7245392799377441,0.8979907035827637,0.1977962851524353
0.022795459255576134,0.8276870846748352,0.7482832074165344,0.9259620904922485,0.17198866605758667
0.024193527176976204,0.8478021621704102,0.821829080581665,0.8754837512969971,0.1521654725074768
0.02510657161474228,0.7665446996688843,0.8015812039375305,0.734460175037384,0.23353058099746704
0.018601221963763237,0.855375349521637,0.847213089466095,0.8637085556983948,0.14433950185775757
0.035315580666065216,0.6967268586158752,0.5976077914237976,0.8353087902069092,0.3031490445137024
0.02310790866613388,0.7846196293830872,0.6858056783676147,0.9167290329933167,0.21568846702575684
0.020258218050003052,0.7728005051612854,0.7635435461997986,0.7823020815849304,0.22716361284255981
0.01996750943362713,0.8477488160133362,0.8486775755882263,0.8468348383903503,0.1522865891456604
0.03667470067739487,0.7436272501945496,0.6871573328971863,0.8102349042892456,0.256425142288208
0.025295959785580635,0.8605994582176208,0.807532548904419,0.9211434721946716,0.13953536748886108
0.035091642290353775,0.6923226118087769,0.7105262875556946,0.6750509738922119,0.3076370358467102
0.02608230523765087,0.7890871167182922,0.7846220135688782,0.793621838092804,0.2108994722366333
0.0270405076444149,0.8382802605628967,0.7944720387458801,0.8872161507606506,0.16193121671676636
0.02599908597767353,0.7939556837081909,0.7860815525054932,0.8020079731941223,0.20605182647705078
0.025394853204488754,0.7751249670982361,0.7981199622154236,0.753433346748352,0.2250136137008667
0.02790207602083683,0.7548988461494446,0.6387637257575989,0.9226864576339722,0.24526941776275635
0.02635561116039753,0.7874237298965454,0.709395706653595,0.8847612738609314,0.2125380039215088
0.028953982517123222,0.7899295687675476,0.7132580280303955,0.8850944638252258,0.20986706018447876
0.02000683918595314,0.8456063866615295,0.760823667049408,0.9516701698303223,0.15440958738327026
0.02829284407198429,0.7617748975753784,0.7513071298599243,0.772557258605957,0.23798978328704834
0.015621372498571873,0.8460850119590759,0.8298228979110718,0.8630102872848511,0.1537717580795288
0.02214198373258114,0.7935690879821777,0.7527157664299011,0.8391293883323669,0.2063005566596985
0.02369067445397377,0.8239633440971375,0.789616584777832,0.8614499568939209,0.17604029178619385
