loss,precision,recall,dice_coef,hausdorff_distance,val_loss,val_precision,val_recall,val_dice_coef,val_hausdorff_distance
0.009273853571408667,0.856715647028622,0.2580735861020891,0.35097899917387243,0.2053381589349619,0.0017583509858394432,0.9565570573474086,0.2022302877080429,0.3208423564956066,0.1201668996450513
0.009273853571408667,0.856715647028622,0.2580735861020891,0.35097899917387243,0.2053381589349619,0.0017583509858394432,0.9565570573474086,0.2022302877080429,0.3208423564956066,0.1201668996450513
0.001088804624457627,0.9274413817843725,0.545524076129808,0.6815417940533438,0.11772696864466335,0.0013711329625356336,0.9337431294973506,0.3643466424803401,0.5135586482147838,0.1019658307349959
0.0008056590585362945,0.9399709803420444,0.6350536041135012,0.7551836563057678,0.1016094325326903,0.00160888327762138,0.8979649222174356,0.4002792615530103,0.5430935426506885,0.0955486003396123
0.0006683806145257793,0.947001056477081,0.6866026271221249,0.7941167507060739,0.0929182932300623,0.001327362827155306,0.9320411565691926,0.38259614643662476,0.5322307495530262,0.09438821139723756
0.0005996110356009435,0.9503667114779006,0.7125497925073602,0.8125697031963703,0.08715142845934214,0.001381896739165017,0.9354967164438824,0.397836984451427,0.5484439761139626,0.09463298781666644
0.0005605571753369796,0.9519911206738894,0.7286489729271378,0.8237252193134884,0.08357012289208035,0.0012901358541945905,0.8558974967446438,0.617730381461077,0.713866362183593,0.11692103397014529
0.0005038629012550552,0.955822838808215,0.7529528759939726,0.8410923542671426,0.0788063835439294,0.0012544137561087344,0.8729762670605682,0.5639387973519259,0.6798328714315282,0.09813408896673557
0.0004904215255221568,0.9565667663202729,0.7594766629989758,0.8453503151965696,0.0771078308134578,0.001265143586842473,0.8585402973862581,0.6289729936178341,0.721803567298623,0.10211120604775673
0.00045020929926892656,0.9595020968553631,0.7771839480067408,0.857432845720025,0.07364582589199377,0.0014713660859892708,0.9242635100386863,0.5187191164077715,0.6578694776047108,0.0730535285070885
0.00039094260011848363,0.9634864787722743,0.8029797477084537,0.8751997332933337,0.06830877766966127,0.0013196087545217124,0.8994828759237777,0.6185087658638178,0.7282809914544571,0.06947385457366012
0.0004517471287494287,0.9594261807064678,0.777207998134369,0.856658400144688,0.07227639361869458,0.0014235167517759946,0.9168171142422876,0.5552981050208557,0.6860033732514049,0.06648229930636494
0.00037490968006327315,0.9648361727941868,0.8110656060451685,0.8805241199426873,0.06572752752622893,0.0017721479728839598,0.9292354883149613,0.47816686685695203,0.6244232956753221,0.065466921048802
0.00033940116818696476,0.9675872318273366,0.8267374913359797,0.8911880193061607,0.062145720591205496,0.0016294322891680655,0.888101698631464,0.5750228370344916,0.692387626753297,0.06598002454915712
0.0004059301503476427,0.9631252575059269,0.7973340778156769,0.8712499129910801,0.06824528496539177,0.0016492618981553892,0.917422899257305,0.5032204552445301,0.6416708100673765,0.06543360314396925
0.00031734850820421977,0.9694683138021203,0.836552440773609,0.8977101649655852,0.0596323233011157,0.001501446032116926,0.9113163288249526,0.5941963137582291,0.7142439662024033,0.06187259800905405
0.00029453901280608396,0.9713417257680449,0.8473538231711055,0.9047080324139706,0.0572419289066348,0.0017572023651324386,0.8984359766161719,0.5670210159102151,0.6894471273865811,0.06380820844409078
0.00029041330958851937,0.9718001017736834,0.8496193476194559,0.9062149290428605,0.0571496038502732,0.001843068719744076,0.9161334791848826,0.5236511974833732,0.6573977729608846,0.06326468070579129
0.00035842161811414433,0.966770892434342,0.8201295797908029,0.8862883294737616,0.06412490896967261,0.00145379290536999,0.9113277038862538,0.587403326672177,0.7094162929889768,0.06077617410310479
0.0002916101426858087,0.9718748654043952,0.8486705372499865,0.9056981469309607,0.057574782386248885,0.0016210428171054743,0.8970771997473961,0.620695195780244,0.7285861551761628,0.05983494393700777
0.0002663757753400078,0.9741440441026245,0.8606739080922549,0.9135372774545536,0.05476814248100963,0.0016288999903968774,0.8969299371852432,0.6216771254705828,0.7287673951581467,0.05975718621251195
0.0002621303486257391,0.9745635939198871,0.8627410355695458,0.9149066805146461,0.05467828902480907,0.0016359581782612515,0.8883366371310034,0.6310165901516759,0.7327391086622727,0.06336855597274248
0.0002572671221271374,0.9749959263690683,0.8648868677227997,0.916327292004297,0.05419133753450804,0.0017377487511027517,0.8801844042400981,0.6474620407403902,0.7411288068738094,0.06099586174931637
0.0002556858034188545,0.9753402368966924,0.8655395261076994,0.9169224405011466,0.053802345056346686,0.0018062533821564081,0.8954615412756454,0.6170715314704318,0.7243051083975061,0.05742264568459156
0.00025555402672305423,0.9755281486483507,0.866241790839406,0.9170184489599494,0.052855875403728596,0.006185044196629247,0.6018372641746388,0.35715857155101244,0.43906665104766224,0.10202863497096439
0.00034636714097063684,0.968372145572374,0.8270173321976219,0.8905746236096981,0.06469757752276437,0.0015930066413116144,0.900072075045386,0.6307883647985236,0.7363145433193029,0.058935166254293084
0.00023999487015697563,0.9766241115193034,0.8727619802535966,0.9215905916552211,0.052319959819663406,0.0017153910713183671,0.8957759230635887,0.6390787823255673,0.7408616394497628,0.05769368801699128
0.0002246982087029231,0.9780773467795794,0.8802556171666744,0.9264579386212105,0.05018352597172177,0.0017904100744703482,0.9016280908917271,0.611592949961507,0.7230223094308099,0.05696859643902889
0.00022149968864924145,0.9784888696531917,0.8816639749116676,0.927440339950628,0.04938058800735446,0.0018773217839838634,0.9091454614040464,0.605457362463308,0.7217862983082616,0.054818068288786465
0.00022068892090871043,0.9785204476395318,0.8818906861682271,0.9275904466939527,0.048773319087922574,0.0019504606788761393,0.9001418282819349,0.6047912084779073,0.7169287803561188,0.055712153156136354
