,dice,presision,recall
before_mean,0.9320376902828282,0.9109996883585859,0.9972124198989899
before_std,0.17367863486783194,0.21603351421682224,0.013443515596995715
after_mean,0.9417653566538461,0.9250713742606838,0.9956424753418803
after_std,0.16840574432769279,0.20122989611728215,0.019680195936602037
difference,-0.009727666371017851,-0.014071685902097841,0.0015699445571095705
