Epoch,Time
1,1051.138845205307
2,1010.5269727706909
3,1010.8082783222198
4,1010.8799285888672
5,1009.4896609783173
6,1009.4345858097076
7,1010.8405621051788
8,1009.4668159484863
9,1010.5157482624054
10,1009.0940043926239
11,1009.1935272216797
12,1009.22549700737
13,1009.3879752159119
14,1010.4427292346954
15,1009.0977847576141
16,1009.1406354904175
17,1009.1810715198517
18,1009.1866719722748
19,1009.0126643180847
20,1008.7811963558197
21,1009.0061364173889
22,1008.9137551784515
23,1008.8056406974792
24,1009.0023493766785
