epoch;dice_coef;hausdorff_distance;loss;precision;recall;val_dice_coef;val_hausdorff_distance;val_loss;val_precision;val_recall
0;0.33745115995407104;0.13847048580646515;0.6684632301330566;0.34535694122314453;0.4331602454185486;0.28769728541374207;0.13228122889995575;0.7127813100814819;0.23103928565979004;0.5746166110038757
1;0.4736413359642029;0.0791420042514801;0.5268182754516602;0.49915677309036255;0.49346262216567993;0.4386720657348633;0.06113768741488457;0.6010962128639221;0.6232247948646545;0.4476873278617859
2;0.4880721867084503;0.07924363762140274;0.5123176574707031;0.5155839920043945;0.5047271847724915;0.366425096988678;0.06879821419715881;0.6447715163230896;0.513192355632782;0.40416595339775085
3;0.5488413572311401;0.06452970206737518;0.4513874351978302;0.5846294164657593;0.5523069500923157;0.39712515473365784;0.06979592889547348;0.6055136919021606;0.43204832077026367;0.5104211568832397
4;0.5633581280708313;0.06316129863262177;0.43685054779052734;0.5907456874847412;0.5712778568267822;0.4849463999271393;0.05662540718913078;0.5265899300575256;0.6853284239768982;0.4828234910964966
5;0.558506965637207;0.06446240097284317;0.4416917860507965;0.5808942317962646;0.5742554664611816;0.44743919372558594;0.05887000635266304;0.5569373369216919;0.5244501233100891;0.5377206802368164
6;0.6053735613822937;0.05681402236223221;0.39478373527526855;0.6384801268577576;0.6023512482643127;0.4831267297267914;0.05523223057389259;0.5264089703559875;0.6091177463531494;0.5244598388671875
7;0.6179496049880981;0.055911835283041;0.38218510150909424;0.6482388973236084;0.6166626811027527;0.476469486951828;0.05730454996228218;0.5247912406921387;0.5258927345275879;0.5768356919288635
8;0.6242146492004395;0.054039277136325836;0.3758940100669861;0.656079113483429;0.6228273510932922;0.5009538531303406;0.05379590019583702;0.5013861060142517;0.7573339343070984;0.4660930037498474
9;0.64659583568573;0.051139604300260544;0.3535059690475464;0.6746457815170288;0.6456946134567261;0.47873175144195557;0.05414274334907532;0.5485851764678955;0.6081349849700928;0.5215054750442505
10;0.6478533148765564;0.051233403384685516;0.35224130749702454;0.6779031753540039;0.6456277370452881;0.44233840703964233;0.05941207706928253;0.5828487277030945;0.6208836436271667;0.44306403398513794
11;0.6340670585632324;0.05345837399363518;0.3660265803337097;0.66441810131073;0.6317213177680969;0.545544445514679;0.05139564722776413;0.45592692494392395;0.6659622192382812;0.5657893419265747
12;0.6715326309204102;0.048147354274988174;0.32858845591545105;0.6988006830215454;0.6668589115142822;0.4982888102531433;0.051948823034763336;0.5029957294464111;0.5653363466262817;0.5882400870323181
13;0.6729522943496704;0.04811829701066017;0.3271610736846924;0.7047899961471558;0.6638804078102112;0.5053952932357788;0.05317972972989082;0.4955815374851227;0.6160057783126831;0.5410344004631042
14;0.6723946928977966;0.04727880284190178;0.32767733931541443;0.7034464478492737;0.6654858589172363;0.5471819043159485;0.04829283803701401;0.4539814591407776;0.662699282169342;0.5797118544578552
15;0.683719277381897;0.046020764857530594;0.31635165214538574;0.7152693867683411;0.6758423447608948;0.5360766649246216;0.047591712325811386;0.4652576744556427;0.6138210296630859;0.6165918707847595
16;0.6913247108459473;0.045184314250946045;0.3087376654148102;0.7236922383308411;0.6806393265724182;0.5781404376029968;0.04713805764913559;0.42282193899154663;0.6912263631820679;0.6102196574211121
17;0.7018206715583801;0.04393383115530014;0.29825249314308167;0.732059895992279;0.6918582320213318;0.5044344663619995;0.052084825932979584;0.4960753917694092;0.49001145362854004;0.672889769077301
18;0.6949328780174255;0.0443921722471714;0.3051292896270752;0.7232571840286255;0.6874259114265442;0.5519119501113892;0.0466262623667717;0.4517468512058258;0.64481121301651;0.6163304448127747
19;0.6947706341743469;0.04386955499649048;0.3052900433540344;0.7242580056190491;0.6870266199111938;0.5627132058143616;0.04619624465703964;0.44113218784332275;0.6878479719161987;0.5951741337776184
20;0.7018187642097473;0.04345060512423515;0.29823383688926697;0.7274228930473328;0.69624263048172;0.48636794090270996;0.052622321993112564;0.514017641544342;0.5102392435073853;0.6201822757720947
21;0.7071241736412048;0.04272224009037018;0.29292333126068115;0.7365138530731201;0.6978720426559448;0.5388983488082886;0.04667387902736664;0.46225905418395996;0.6657895445823669;0.5881929397583008
22;0.7063731551170349;0.04292091727256775;0.29368749260902405;0.7347154021263123;0.6988486647605896;0.5403629541397095;0.04847855120897293;0.45998355746269226;0.5505064129829407;0.6726927757263184
23;0.7165154218673706;0.04137284681200981;0.2835426926612854;0.7446398735046387;0.7082831859588623;0.5283960103988647;0.04908003285527229;0.4719310402870178;0.5129709243774414;0.7017298936843872
24;0.7084757685661316;0.04231993854045868;0.2915816009044647;0.7374043464660645;0.700668215751648;0.5715407729148865;0.0447729155421257;0.429755836725235;0.6423450708389282;0.6427620649337769
25;0.7259211540222168;0.040089718997478485;0.2741354703903198;0.754906952381134;0.7150718569755554;0.5182304978370667;0.05048158019781113;0.48233920335769653;0.5289635062217712;0.6499680876731873
26;0.7246221303939819;0.03995721414685249;0.27543318271636963;0.757628321647644;0.7096336483955383;0.5502869486808777;0.046099353581666946;0.450795978307724;0.5900862216949463;0.6429263949394226
