,dice,presision,recall
before_mean,0.8297514905005051,0.9362789814318182,0.8727402222520203
before_std,0.34863972668776727,0.22068715231494912,0.3100019331167475
after_mean,0.8240482765101009,0.9729377104848485,0.8482403877676769
after_std,0.3668123082996926,0.14496249970065153,0.3498347949742885
difference,0.005703213990404188,-0.03665872905303025,0.024499834484343452
