,dice,presision,recall
before_mean,0.8970546353636364,0.900156104959596,0.9922510563131314
before_std,0.28064401970917124,0.2782036945375166,0.06391817851706003
after_mean,0.9626156305555555,0.9605149867676768,0.9966218865656565
after_std,0.15875565738481284,0.16422688283582138,0.02195745872177856
difference,-0.06556099519191916,-0.0603588818080808,-0.00437083025252516
