,dice,presision,recall
before_mean,0.89430593824899,0.9656578025252526,0.8972040226378788
before_std,0.2627566763303479,0.1309474394413568,0.2613726210623333
after_mean,0.9019961544641414,0.974848568989899,0.900237092938889
after_std,0.25649104863886957,0.09523153521952761,0.2617133931975411
difference,-0.007690216215151424,-0.00919076646464645,-0.003033070301010188
