,dice,presision,recall
before_mean,0.9049265983434343,0.9191002002171718,0.9626229017070707
before_std,0.2685183890371807,0.23677215316883116,0.17050993420605928
after_mean,0.9667763717373737,0.9731783817929293,0.9736059533131313
after_std,0.13765138529241525,0.10514093649853094,0.1277128336814606
difference,-0.06184977339393949,-0.0540781815757575,-0.010983051606060612
