sagittal_Mean_dice_before_fusion,sagittal_Std_dice_before_fusion,sagittal_Mean_dice_after_fusion,sagittal_Std_dice_after_fusion,sagittal_Mean_precision_before_fusion,sagittal_Std_precision_before_fusion,sagittal_Mean_precision_after_fusion,sagittal_Std_precision_after_fusion,sagittal_Mean_recall_before_fusion,sagittal_Std_recall_before_fusion,sagittal_Mean_recall_after_fusion,sagittal_Std_recall_after_fusion
0.8231248680873476,0.0806416836408866,0.8753196271916287,0.07660100449281591,0.8830048333999982,0.06577017400718475,0.933102429162739,0.04765919532838544,0.895144526037288,0.07257888336003637,0.9022278544827138,0.07451501526315131
