axial_Mean_dice_before_fusion,axial_Std_dice_before_fusion,axial_Mean_dice_after_fusion,axial_Std_dice_after_fusion,axial_Mean_precision_before_fusion,axial_Std_precision_before_fusion,axial_Mean_precision_after_fusion,axial_Std_precision_after_fusion,axial_Mean_recall_before_fusion,axial_Std_recall_before_fusion,axial_Mean_recall_after_fusion,axial_Std_recall_after_fusion
0.8016881256504413,0.07613813793753842,0.8451729732198803,0.08216436480966184,0.8612113139061127,0.06066294711576722,0.9019125120570113,0.06519189022787375,0.8748048783476081,0.08034652676739865,0.8807495715109728,0.08135177129211175
