Mean_dice_fusion,Std_dice_fusion,Mean_precision_fusion,Std_precision_fusion,Mean_recall_fusion,Std_recall_fusion,Mean_volume_difference_fusion,Std_volume_difference_fusion
0.6126483395511607,0.2577989039467102,0.6833235105559965,0.22814970729069048,0.6385606841771577,0.2963704550009959,6489.589285714285,9686.759701256411
