coronal_Mean_dice_before_fusion,coronal_Std_dice_before_fusion,coronal_Mean_dice_after_fusion,coronal_Std_dice_after_fusion,coronal_Mean_precision_before_fusion,coronal_Std_precision_before_fusion,coronal_Mean_precision_after_fusion,coronal_Std_precision_after_fusion,coronal_Mean_recall_before_fusion,coronal_Std_recall_before_fusion,coronal_Mean_recall_after_fusion,coronal_Std_recall_after_fusion
0.8184656635403168,0.09702611398414807,0.863312527261783,0.0847050153116623,0.898478045339784,0.0750490692186833,0.915654928372474,0.06876508794802137,0.8712208878918801,0.08568267779211058,0.8987154500603216,0.07470440270922174
