,dice,presision,recall
before_mean,0.9101919554595961,0.9565769924242424,0.9375921381363637
before_std,0.25811879144141797,0.17058825276600356,0.2279519637101882
after_mean,0.8924509481568376,0.9033812851495726,0.95871150408547
after_std,0.2844044121539844,0.2711860264280974,0.18471339641125709
difference,0.017741007302758516,0.05319570727466982,-0.02111936594910635
