,dice,presision,recall
before_mean,0.8747489183353535,0.933984423340404,0.9197212061767678
before_std,0.2982539023472603,0.21836481660226545,0.24332418826035654
after_mean,0.9265943822777778,0.9681490223076923,0.9422524562948718
after_std,0.22297772489117712,0.13209696859795156,0.20474911625322262
difference,-0.051845463942424286,-0.034164598967288295,-0.022531250118103974
