,dice,presision,recall
before_mean,0.7447696236328283,0.8757354071676767,0.7898338527353534
before_std,0.4007974307257117,0.28129107559577526,0.3771502670313517
after_mean,0.8109973235964646,0.9755003055555557,0.8083624746621212
after_std,0.3600501450139075,0.07780655233438634,0.3635622560343424
difference,-0.06622769996363631,-0.09976489838787894,-0.01852862192676774
