Epoch,Time
1,979.4703702926636
2,934.0953240394592
3,934.6441142559052
4,935.9947490692139
5,936.111603975296
6,934.3340573310852
7,934.334557056427
8,936.034476518631
9,934.4867436885834
10,935.7587671279907
11,934.0231142044067
12,934.3278362751007
13,934.2515182495117
14,935.4862711429596
15,934.2866377830505
16,934.0553913116455
17,934.1938076019287
18,935.4804556369781
19,934.0247707366943
20,933.5987164974213
21,933.8032791614532
22,933.5922577381134
23,933.6661906242371
24,933.8913407325745
25,933.7867360115051
26,934.0890860557556
27,933.6654424667358
28,933.5702822208405
