Epoch,Time
1,1226.9678738117218
2,1182.8641502857208
3,1183.3530633449554
4,1183.4908583164215
5,1181.9207575321198
6,1183.3074033260345
7,1183.8054871559143
8,1180.0289525985718
9,1179.6462264060974
10,1179.7696175575256
11,1181.8730900287628
12,1182.081332206726
