,dice,presision,recall
before_mean,0.8788840408636364,0.9516454255454545,0.8917853179040404
before_std,0.30364288739011747,0.19054776417213673,0.2927424596472155
after_mean,0.8802309964401709,0.9278457341282051,0.8999069768333333
after_std,0.2976654158762951,0.22162694113157153,0.2813110433635244
difference,-0.0013469555765345254,0.023799691417249358,-0.008121658929292952
