,dice,presision,recall
before_mean,0.7211271787518182,0.7883271529656566,0.8097675163351514
before_std,0.37759528511759355,0.320940957959652,0.34380425345104215
after_mean,0.7929692736004275,0.8120788853803419,0.8620248172735041
after_std,0.3139866196617662,0.3036933485286378,0.2728859310135838
difference,-0.07184209484860926,-0.02375173241468531,-0.05225730093835268
