,dice,presision,recall
before_mean,0.8450779861535355,0.8804811203570707,0.9444183749833334
before_std,0.3335393640343484,0.2923702255388674,0.22225841060300844
after_mean,0.8837094973924243,0.9207925125252525,0.9446673179126263
after_std,0.28687888886595325,0.2276943821990307,0.2156582277444043
difference,-0.03863151123888886,-0.0403113921681818,-0.00024894292929289463
