,dice,presision,recall
before_mean,0.8811781010105263,0.908209120368421,0.9072862337473684
before_std,0.2318385406587564,0.16194991758201427,0.21974857930835143
after_mean,0.8769008837421053,0.8727678954736842,0.9244562032105262
after_std,0.23698919497310864,0.21910603210944646,0.19303528509605358
difference,0.0042772172684210075,0.03544122489473689,-0.017169969463157853
