epoch;dice_coef;hausdorff_distance;loss;precision;recall;val_dice_coef;val_hausdorff_distance;val_loss;val_precision;val_recall
0;0.31960856914520264;0.1319911926984787;0.6873019337654114;0.3508732318878174;0.3811016082763672;0.16465003788471222;0.09964241087436676;0.8355222344398499;0.1981929987668991;0.64726322889328
1;0.5246186256408691;0.059111569076776505;0.4759267270565033;0.567487359046936;0.5228573083877563;0.5399914979934692;0.05158296972513199;0.6064754724502563;0.5531505942344666;0.8075963854789734
2;0.5814140439033508;0.05186733603477478;0.41895848512649536;0.6184060573577881;0.5816054344177246;0.6567133069038391;0.045070115476846695;0.4525910019874573;0.7069293260574341;0.812241792678833
3;0.6245923638343811;0.047676339745521545;0.37567001581192017;0.660495400428772;0.6231380105018616;0.14321577548980713;0.4257619082927704;0.8567564487457275;0.09613987803459167;0.7888875007629395
4;0.6489192247390747;0.045272357761859894;0.3512832224369049;0.6863433122634888;0.6399421095848083;0.5802063345909119;0.0457196868956089;0.4422479271888733;0.6155081391334534;0.8167985081672668
5;0.6796172857284546;0.041315529495477676;0.32054898142814636;0.7116636633872986;0.6723542809486389;0.2640281617641449;0.09128415584564209;0.736037015914917;0.29324159026145935;0.7478969693183899
6;0.6896294951438904;0.040494177490472794;0.3105141818523407;0.7256231904029846;0.678378164768219;0.6130684614181519;0.04020301625132561;0.3931930661201477;0.6415354609489441;0.8508110046386719
7;0.7058701515197754;0.03868750110268593;0.294282466173172;0.7342324256896973;0.6992834806442261;0.6959837675094604;0.04122648015618324;0.31426072120666504;0.7611159682273865;0.8199506998062134
8;0.7164291143417358;0.03756562992930412;0.2836945056915283;0.74408358335495;0.7104286551475525;0.5290030837059021;0.04324818402528763;0.4854271113872528;0.5714102387428284;0.8326478004455566
9;0.7206305861473083;0.03652722388505936;0.27949196100234985;0.7502880096435547;0.7135835289955139;0.507036566734314;0.039963047951459885;0.5092490911483765;0.5077463388442993;0.8780436515808105
10;0.7413429021835327;0.034925542771816254;0.2587328553199768;0.7731244564056396;0.7276472449302673;0.5523085594177246;0.04090855270624161;0.4516947269439697;0.5506438612937927;0.8786095976829529
11;0.7423350214958191;0.03413867950439453;0.25777795910835266;0.7694980502128601;0.7330477833747864;0.6601026654243469;0.04083588346838951;0.3466203808784485;0.6808407306671143;0.852211058139801
12;0.7431232333183289;0.03381578251719475;0.2569352686405182;0.7732312083244324;0.732385516166687;0.580144464969635;0.038609858602285385;0.4247426986694336;0.6249459981918335;0.8409247398376465
13;0.7451550364494324;0.033677853643894196;0.25492462515830994;0.778666079044342;0.7316765189170837;0.6602381467819214;0.03668408840894699;0.35032159090042114;0.6893585920333862;0.8542156219482422
14;0.748544454574585;0.032786428928375244;0.25152426958084106;0.7743127346038818;0.7395961880683899;0.4786614775657654;0.03876297175884247;0.5269245505332947;0.4692431688308716;0.8997339010238647
15;0.7597724199295044;0.032087575644254684;0.2403135746717453;0.7852291464805603;0.751011848449707;0.6207709312438965;0.03586217015981674;0.38857924938201904;0.6529884934425354;0.8619198203086853
16;0.7581990957260132;0.03251473978161812;0.24185711145401;0.7806305885314941;0.7517727613449097;0.5750827193260193;0.036673784255981445;0.4499809145927429;0.6191788911819458;0.8490068316459656
17;0.7632442712783813;0.0318097285926342;0.2368241399526596;0.7875458598136902;0.755848228931427;0.6938327550888062;0.034637607634067535;0.3193536698818207;0.7238162159919739;0.8651591539382935
