,dice,presision,recall
before_mean,0.8123328236391052,0.8052258159006841,0.9329153096736841
before_std,0.35175587158500543,0.3586747982551844,0.21573326604226933
after_mean,0.8102986092836841,0.8048801041157895,0.9350533932368421
after_std,0.34106542154156233,0.3416167600929678,0.19787910696631456
difference,0.00203421435542106,0.00034571178489462007,-0.002138083563158033
