,dice,presision,recall
before_mean,0.8321381173477274,0.9415961785959597,0.8538688498096464
before_std,0.3257783620884377,0.1889966679026273,0.3029993190359005
after_mean,0.8949102972181818,0.9730048523232323,0.8854991637686869
after_std,0.2418182452533537,0.07403702764441143,0.24998791457240443
difference,-0.06277217987045447,-0.03140867372727263,-0.03163031395904048
