loss,precision,recall,dice_coef,hausdorff_distance,val_loss,val_precision,val_recall,val_dice_coef,val_hausdorff_distance,time
0.4345694740671058,0.5404860280289011,0.7390419711900312,0.5929325457137121,0.1094196951320005,0.324007648991984,0.7268220968024676,0.6868270731249521,0.702416747669841,0.047942824938962625,247.79701733589172
0.4345694740671058,0.5404860280289011,0.7390419711900312,0.5929325457137121,0.1094196951320005,0.324007648991984,0.7268220968024676,0.6868270731249521,0.702416747669841,0.047942824938962625,247.79701733589172
0.23821166691391968,0.7046260535370472,0.8157212010649748,0.7534944864206536,0.04579601551211158,0.2687118903149006,0.7548601391703583,0.7469036102294921,0.7481764943100685,0.04152003641045371,227.89847803115845
0.20224609054451764,0.7378390476454136,0.8482436164173969,0.7872195304826248,0.042393350345624047,0.30444503703782727,0.6947563944860946,0.7270607174828995,0.7057185619376426,0.05072742310720821,228.12280011177063
0.17689956184909789,0.7635348814171414,0.870021339488584,0.8118482506552408,0.03936391982878017,0.3044220857842024,0.8379679455313571,0.6739206761814828,0.7432025549023651,0.038957979278855547,228.3355484008789
0.16253949691389882,0.7801074139600577,0.8814781093320181,0.826429661415344,0.037611898747381085,0.27294000858484313,0.8113483944604564,0.7215336001196573,0.7601022293401319,0.03840914956878784,228.32754588127136
0.1491752234222584,0.7950433697118315,0.8921778778697169,0.8398490945267123,0.035935438164444854,0.2354556067045345,0.7604275769965593,0.7915577993836513,0.7722128244333489,0.038438221838238626,228.30566835403442
0.14141604461988738,0.8021940861330475,0.8994497894547706,0.8471185931632685,0.03484841304896183,0.25688026200893316,0.8034616254096807,0.74373348424601,0.7699213321818862,0.03900591104702894,228.21388626098633
0.13366578235182652,0.8120524089003718,0.9050549015056255,0.8553423544002133,0.03388757962776825,0.26191040838873664,0.8034194455590359,0.7376294094462728,0.7657927953919699,0.03834542338411475,227.85948729515076
0.12673701855332353,0.8198030360216318,0.9108346895423046,0.8622905571100323,0.03296573738632507,0.2484965367372646,0.7893407924230709,0.7614131869271744,0.7718485058740128,0.037835508117149044,227.98938512802124
0.12163903676839762,0.8256941915944566,0.914888118380724,0.8674173333617143,0.03223661820859063,0.24384563540996507,0.801514223287272,0.763395814008491,0.7786810517311096,0.03644936836736147,228.0172049999237
0.12028087722354157,0.8273019970849503,0.9159946380659592,0.8688248022351154,0.03228105827516248,0.2402809030094812,0.807732756470525,0.7639207959175109,0.7824191326318786,0.03730121826709703,228.03481316566467
0.11317921670716863,0.835659599858661,0.9216399404198624,0.8760892003081565,0.0312711487935726,0.23166524157967677,0.7973681846330333,0.7799578336782234,0.7857442775437998,0.03711983598768711,228.18959403038025
0.10907152280384717,0.8402312032012053,0.9251266152359718,0.8801948079536127,0.03046621225211163,0.23633670203907545,0.792040152050728,0.7759187429450279,0.7811256394829861,0.03786092172701692,228.15604305267334
0.10404768315858619,0.8459817661102428,0.9291967016319896,0.885252893456193,0.029882239810256072,0.22270745267701703,0.7788627477579338,0.799995411551276,0.786847015314324,0.037773737077449646,228.1454439163208
0.10061653440948143,0.849588314114615,0.9320603359577267,0.8886221243198528,0.029363027723982582,0.23315015255018723,0.8073100467060887,0.7749923564666925,0.7876416622206223,0.036190440679012344,227.94069266319275
0.09909254924155945,0.8511473428371341,0.9334990733584693,0.8900893842758134,0.029328168932954934,0.253723149590714,0.790238666257193,0.7547147972639217,0.7691441067429476,0.03712707731093085,227.89490151405334
0.0981600783245508,0.8517141723355581,0.9345244328643001,0.8908525093350299,0.029231603151230617,0.24353296718625136,0.7925842900608862,0.7665314617545106,0.7763426048811092,0.03904756648942482,227.937983751297
0.09248190867866195,0.8584842035936755,0.9390545921270237,0.8967075507308162,0.02817546454539826,0.25003583711940186,0.775052936409795,0.7670581924360852,0.7674765938936278,0.038222003312304964,228.04171180725098
0.09187970971905216,0.8588169251070467,0.9397772989300794,0.8971763241429661,0.0280982639813839,0.23671111409054246,0.7741815960684488,0.784076797130496,0.7763128261233485,0.040414010343510054,227.8889980316162
0.08856200048223484,0.8628371113954588,0.942351552982663,0.9006095004636188,0.02759615442347388,0.23883513829042746,0.8125683534977048,0.7653960787972739,0.7855348354162172,0.03678898126926533,228.21554684638977
0.08572742774389511,0.8660202968952267,0.9446886673916218,0.9034142720837925,0.0271702783658754,0.26743560738341754,0.8098311116529066,0.7324551738971887,0.7647097346394561,0.03762062804470229,228.01472759246826
0.08536024360462677,0.865962612559629,0.9452626553385757,0.9036572616460712,0.027240871700869744,0.24213739619698635,0.7951963932015175,0.7701822835345601,0.7793508479761523,0.03709761676226937,227.90471196174622
0.08618260958600182,0.8642034661631252,0.9450394767661427,0.9025678384442662,0.02739576821020523,0.2566307847236478,0.8363944053649902,0.7364467451738756,0.7802418345628783,0.035949486675997115,227.8614466190338
0.07952487438397352,0.872823035578395,0.9500498976818351,0.9096111206121222,0.025999308778189643,0.23129526910393738,0.7999354775561843,0.7817610923634019,0.787753703982331,0.03821319574706776,228.10049033164978
0.08027062688975833,0.8715527372997861,0.9495990588221439,0.9087167356596436,0.026188257245650125,0.2440485627152199,0.8255330640216206,0.7559182649434999,0.7866871872613597,0.03604594395430975,228.09744238853455
0.07787973477483488,0.8747842128193656,0.9513322665247806,0.9112671536761661,0.025683190309724144,0.27945172010466107,0.8452319064805675,0.7066870449587356,0.766718198532282,0.0367846803089907,228.13908123970032
0.07726602588108805,0.8750885876805283,0.9520947594975316,0.9117832057697829,0.025597577613540166,0.25395448658355446,0.8127038118451141,0.7487755947334822,0.7765315693478252,0.03819763128494107,228.20121884346008
0.07596373296407766,0.8766695887543434,0.9530419743338296,0.9131139276332634,0.025296529947758415,0.2465782063644986,0.8212526346361915,0.7550225426984388,0.7838200122811073,0.036029654420738993,228.10481667518616
