,dice,presision,recall
before_mean,0.8625273735252525,0.8634987946919191,0.9526482283888889
before_std,0.289625343285474,0.2842327659485744,0.15155319374973106
after_mean,0.8792355782307693,0.8737809170042735,0.9720122768376068
after_std,0.26634301586242537,0.26986955594534884,0.09186209327374299
difference,-0.016708204705516705,-0.01028212231235437,-0.019364048448717974
