Epoch,Time
1,1285.285257101059
2,1241.6945824623108
3,1240.943472146988
4,1240.7820055484772
5,1240.5047061443329
6,1242.1019613742828
7,1240.0631618499756
8,1240.3705677986145
9,1240.30757188797
10,1241.6776061058044
11,1240.0898468494415
12,1240.2706232070923
13,1240.1621544361115
14,1241.7865557670593
15,1239.9774281978607
16,1239.8491916656494
17,1239.963394165039
18,1239.9671378135681
19,1239.0989005565643
20,1239.3962738513947
21,1239.469566822052
22,1239.137959241867
23,1242.2723245620728
24,1242.4858491420746
