epoch;dice_coef;hausdorff_distance;loss;precision;recall;val_dice_coef;val_hausdorff_distance;val_loss;val_precision;val_recall
0;0.3709908127784729;0.11514037847518921;0.6335744261741638;0.4023759961128235;0.4108442962169647;0.3237808048725128;0.053069405257701874;0.690471351146698;0.3491727411746979;0.7815421223640442
1;0.5621383190155029;0.050805024802684784;0.4383680820465088;0.6059645414352417;0.5563791990280151;0.6457746028900146;0.04291917383670807;0.4457073509693146;0.7778862714767456;0.7132617831230164
2;0.6013911962509155;0.04454530030488968;0.3989231586456299;0.6419358253479004;0.5942767858505249;0.3383970558643341;0.04582842439413071;0.6684811115264893;0.3813089430332184;0.7797338366508484
3;0.6441763639450073;0.041264284402132034;0.3560771644115448;0.6777943968772888;0.637885332107544;0.537150502204895;0.03896768391132355;0.47142186760902405;0.6269093155860901;0.7673017978668213
4;0.658390998840332;0.03859058395028114;0.3417850732803345;0.6939480304718018;0.6497762203216553;0.4456833004951477;0.04216981306672096;0.5595514178276062;0.45632678270339966;0.8320691585540771
5;0.6748006343841553;0.03700889274477959;0.3253263533115387;0.7066635489463806;0.667370080947876;0.5804715752601624;0.03539683297276497;0.43121570348739624;0.6293186545372009;0.8108218908309937
6;0.6779017448425293;0.035551223903894424;0.322226345539093;0.712315559387207;0.6671080589294434;0.5604584813117981;0.03553924337029457;0.4596215486526489;0.619468629360199;0.8009700179100037
7;0.6918311715126038;0.0345887765288353;0.30828040838241577;0.7251035571098328;0.6812577843666077;0.4876900315284729;0.03469836339354515;0.5222214460372925;0.5032240152359009;0.8499906063079834
8;0.7011615633964539;0.03344348073005676;0.29893580079078674;0.7298336625099182;0.6934324502944946;0.4059078097343445;0.035557493567466736;0.5982024669647217;0.4446680247783661;0.8241651654243469
9;0.7081960439682007;0.032543256878852844;0.29188910126686096;0.7401977777481079;0.6981199979782104;0.6076903939247131;0.03273854777216911;0.42448216676712036;0.6630535125732422;0.8189004063606262
10;0.7121788263320923;0.03287407010793686;0.2879239022731781;0.7420510649681091;0.7034201622009277;0.2800896167755127;0.05902720242738724;0.7208762764930725;0.35342857241630554;0.7296937108039856
11;0.7194752097129822;0.03187178075313568;0.28060775995254517;0.7507601380348206;0.7087638974189758;0.5530529022216797;0.03204832598567009;0.45837894082069397;0.5981847643852234;0.8313502073287964
12;0.7256717681884766;0.030390875414013863;0.27440303564071655;0.7555879950523376;0.715169370174408;0.42832982540130615;0.03469427675008774;0.5776289105415344;0.4598569869995117;0.8358644843101501
13;0.7318026423454285;0.030109651386737823;0.26828157901763916;0.7622210383415222;0.7195370197296143;0.587510883808136;0.032852500677108765;0.41602572798728943;0.6167747378349304;0.8405193090438843
14;0.7271666526794434;0.030712507665157318;0.27289262413978577;0.7539842128753662;0.7192258238792419;0.48745089769363403;0.033571042120456696;0.5192127227783203;0.5133771300315857;0.8452646732330322
15;0.7366883754730225;0.029560448601841927;0.26338499784469604;0.7677392363548279;0.7240276336669922;0.47799357771873474;0.03496524691581726;0.5255446434020996;0.5403311252593994;0.8020749688148499
16;0.74139004945755;0.029229097068309784;0.2586919963359833;0.767143964767456;0.7324636578559875;0.4392886757850647;0.033638931810855865;0.56404048204422;0.4553459882736206;0.8564836382865906
17;0.7422440052032471;0.028609978035092354;0.257805734872818;0.7692046165466309;0.7318581938743591;0.5852105021476746;0.0320015512406826;0.4228309988975525;0.6399003267288208;0.8247685432434082
18;0.7434955835342407;0.028691371902823448;0.2565620243549347;0.7734118103981018;0.7305364012718201;0.5650482177734375;0.031103936955332756;0.4434361457824707;0.59925776720047;0.8418576717376709
19;0.7537837624549866;0.027668073773384094;0.2462824583053589;0.7806898951530457;0.7418214678764343;0.4275464117527008;0.03462669625878334;0.5742555260658264;0.4327358305454254;0.8640660047531128
20;0.7428246736526489;0.028158003464341164;0.2572176456451416;0.7743405699729919;0.7278358936309814;0.528517484664917;0.030443746596574783;0.47621333599090576;0.5598510503768921;0.8446757793426514
21;0.7466220855712891;0.028423035517334938;0.25343310832977295;0.774840235710144;0.734614908695221;0.5570608973503113;0.0294863972812891;0.44909965991973877;0.5841927528381348;0.8552085757255554
22;0.7553166747093201;0.027501489967107773;0.2447349727153778;0.7787715792655945;0.7457776069641113;0.5048457980155945;0.03127538040280342;0.4995277523994446;0.5562387704849243;0.8304311037063599
23;0.7592578530311584;0.027312304824590683;0.2407923936843872;0.783198893070221;0.750306248664856;0.4952455163002014;0.030795803293585777;0.5075545907020569;0.5161821842193604;0.8570433855056763
