Epoch,Time
1,609.7543995380402
2,580.928706407547
3,580.9519519805908
4,581.3380632400513
5,581.2058346271515
6,581.1158044338226
7,581.0830435752869
8,580.7995452880859
9,580.9262547492981
10,581.2020137310028
11,580.9283075332642
12,581.0292100906372
13,581.0873837471008
14,581.1927869319916
15,581.0778021812439
16,581.0160777568817
17,581.24249958992
18,580.6495838165283
19,581.3237991333008
20,581.0529539585114
21,581.0516629219055
22,580.9877951145172
23,581.2172267436981
24,581.160781621933
25,580.7762358188629
26,581.2497351169586
27,581.0828807353973
28,580.4183251857758
29,581.5686190128326
30,580.8464651107788
31,580.564671754837
32,581.028571844101
33,580.5909328460693
34,580.8493366241455
35,581.3910217285156
36,581.1624009609222
37,580.5102882385254
38,581.2603714466095
39,581.2376780509949
40,580.7128000259399
41,580.5991094112396
42,581.0815567970276
43,581.0730826854706
44,580.5882275104523
45,581.4661974906921
46,580.8352921009064
47,580.3743317127228
48,580.5574555397034
49,581.0484163761139
50,580.7578613758087
51,580.696263551712
52,580.7965626716614
53,581.2773156166077
54,581.3485493659973
55,580.8841943740845
56,580.9506196975708
57,580.8580741882324
58,581.0234265327454
59,581.4311127662659
60,580.6631798744202
61,581.2527320384979
62,581.2414727210999
63,580.5944998264313
64,580.4630830287933
65,580.5590019226074
66,581.3486881256104
67,580.9471147060394
68,580.541063785553
69,580.5381853580475
70,581.1011390686035
71,580.728618144989
72,580.7123432159424
73,580.7656273841858
74,580.859011888504
75,581.1056220531464
76,580.4266786575317
77,580.4561543464661
78,581.0769989490509
79,580.8401634693146
80,581.2695820331573
81,580.5651295185089
82,580.587099313736
83,580.7618570327759
84,580.7111539840698
85,580.6996021270752
86,580.4448602199554
87,580.541351556778
88,580.6965117454529
89,580.6677579879761
90,581.2128698825836
91,581.5095674991608
92,580.5759742259979
93,580.6850140094757
94,580.8396599292755
95,580.5106437206268
96,580.64075922966
97,580.3369596004486
98,580.8947215080261
99,579.6544008255005
100,580.2074644565582
101,580.3449003696442
102,580.1517961025238
103,579.9276633262634
104,580.1846771240234
105,580.2278563976288
106,580.170398235321
107,583.6932294368744
108,580.0621817111969
109,580.6817858219147
110,580.4695675373077
111,580.05206990242
112,580.2088875770569
113,580.2802987098694
114,580.4301006793976
115,580.0830557346344
116,580.243958234787
117,580.3588271141052
118,580.2424683570862
119,580.4037394523621
120,580.6012139320374
121,580.4408121109009
122,580.4673297405243
123,580.4749722480774
124,580.3296473026276
125,580.2930517196655
126,580.3923676013947
127,580.5217027664185
128,580.2034125328064
129,580.2838590145111
