,dice,presision,recall
before_mean,0.855895101810606,0.8653657077348486,0.9316318135252525
before_std,0.27667082287917544,0.2554906135947708,0.18439176368712182
after_mean,0.8705893105171718,0.8495890999166666,0.9541703125757576
after_std,0.25519291872920147,0.2711827504115809,0.11193314264154028
difference,-0.014694208706565792,0.01577660781818191,-0.02253849905050509
