Epoch,Time
1,488.476922750473
2,464.74155163764954
3,464.66115403175354
4,465.2345037460327
5,464.53031373023987
6,464.69664669036865
7,464.7943923473358
8,464.9225754737854
9,464.72203755378723
10,464.9391131401062
11,464.6724557876587
12,464.6447858810425
13,464.65887904167175
14,464.61665749549866
15,464.8892753124237
16,464.7609009742737
17,464.66646432876587
18,464.59628915786743
19,464.7429549694061
20,464.62810158729553
21,464.43002700805664
22,464.91828632354736
23,464.794442653656
24,464.67693638801575
25,464.26701402664185
26,464.7036485671997
27,464.5484399795532
28,464.714674949646
29,464.24868512153625
30,464.63632822036743
31,464.35137486457825
32,464.2064869403839
33,464.1357295513153
34,464.00337386131287
35,464.4189336299896
36,463.96697783470154
37,464.3305084705353
38,464.58985137939453
39,465.2083110809326
40,464.13380670547485
41,464.422767162323
42,464.157377243042
43,464.42337799072266
44,464.0320498943329
45,464.072270154953
46,464.0421943664551
47,464.04134130477905
48,463.97173166275024
49,464.5382330417633
50,463.9713394641876
51,464.44988799095154
52,464.4156975746155
53,463.98035883903503
54,464.47344851493835
55,464.1229636669159
56,464.15721368789673
57,464.4647972583771
58,464.1151394844055
59,464.1359794139862
60,464.15011405944824
61,464.31380462646484
62,464.4472584724426
63,464.33936643600464
64,464.3639416694641
65,464.2888152599335
66,464.2388780117035
67,465.11521792411804
68,464.41314244270325
69,464.33058166503906
70,464.5957052707672
71,464.1081259250641
72,464.1373996734619
73,464.48173451423645
74,464.68032574653625
75,464.4421384334564
76,464.955917596817
77,464.71012783050537
78,464.66462421417236
79,464.3823993206024
80,464.34194684028625
81,464.3281226158142
82,464.62181091308594
83,464.28408312797546
84,464.27602553367615
85,464.2032506465912
86,464.30956840515137
87,464.2266962528229
88,464.2769157886505
89,464.7945306301117
90,464.28933000564575
91,464.6172556877136
92,464.2962291240692
93,464.2439053058624
94,464.73979449272156
95,464.350487947464
96,464.9310212135315
97,464.668918132782
98,464.2715485095978
99,464.29444098472595
100,464.4406669139862
101,464.24023389816284
102,464.25093936920166
103,464.34134674072266
104,464.3724777698517
105,464.3594853878021
106,464.31906843185425
107,464.04963421821594
108,464.3905186653137
109,463.9580662250519
110,463.9592182636261
111,464.3159589767456
112,463.88821601867676
113,464.1182997226715
114,464.4770176410675
115,464.00768303871155
116,463.99751472473145
117,463.967830657959
118,464.0811171531677
119,464.069699048996
120,463.9933421611786
121,464.4504973888397
122,463.8975281715393
123,464.0482232570648
124,464.431845664978
125,463.9694232940674
126,463.9845452308655
127,464.0168809890747
128,463.83788084983826
129,464.33847093582153
130,463.9693739414215
131,463.9715120792389
132,464.0297574996948
133,465.14309310913086
134,464.4032099246979
135,463.7090587615967
136,463.7014138698578
137,463.7097387313843
138,465.21423530578613
139,464.1615903377533
140,464.03402638435364
141,464.064058303833
142,463.86497688293457
143,464.22183418273926
144,463.8180003166199
145,464.2134647369385
146,464.29255056381226
147,463.85693550109863
148,463.80858421325684
149,463.81408619880676
150,463.9319362640381
