Epoch,Time
89,549.464715719223
1,592.7978026866913
90,548.3311343193054
2,566.9731967449188
91,547.1013247966766
3,566.9048140048981
92,547.500602722168
4,566.919331073761
93,546.4306962490082
5,567.000337600708
94,548.1585075855255
6,566.9455127716064
95,548.4300899505615
7,566.842652797699
96,546.8336811065674
8,566.9040315151215
97,548.0968656539917
9,566.8554644584656
98,547.2539827823639
10,567.0128543376923
99,546.6387360095978
11,567.0673246383667
100,549.6338682174683
12,566.9554924964905
101,547.8651173114777
13,566.9093432426453
102,545.9068174362183
14,568.6444125175476
103,546.7009074687958
15,572.1193492412567
104,547.8062655925751
16,572.0747077465057
105,546.2002265453339
17,572.1113436222076
106,547.2875638008118
18,572.2494599819183
107,545.908698797226
19,572.1998796463013
108,546.3149468898773
20,571.9521200656891
109,546.9146492481232
21,571.6634435653687
110,548.3875050544739
22,571.5969173908234
111,549.0086817741394
23,572.0011835098267
112,547.2499859333038
113,546.3499233722687
24,572.0350077152252
114,547.1797800064087
25,571.9550080299377
115,547.9119281768799
26,571.9956860542297
116,547.1368567943573
27,571.9688544273376
117,548.6894888877869
28,571.7587106227875
118,547.1548366546631
29,572.0231750011444
119,546.05792760849
30,571.7282872200012
120,547.3917376995087
31,571.7231242656708
121,546.5906369686127
32,572.0366270542145
122,549.4676430225372
33,572.0978565216064
123,546.8565151691437
34,571.7439358234406
124,547.76491355896
35,571.6718199253082
125,547.3618693351746
36,571.7584853172302
126,546.4265899658203
37,572.1087505817413
127,546.3954606056213
38,571.757675409317
128,547.5941572189331
39,571.7537698745728
129,547.5857594013214
40,571.6952855587006
130,549.350195646286
41,572.1250190734863
131,546.8020918369293
42,571.6073937416077
132,547.2924013137817
43,571.6234023571014
133,548.2038328647614
44,571.5368940830231
134,548.4657800197601
45,571.5782115459442
135,547.3627786636353
136,548.464387178421
46,571.6754364967346
137,546.714231967926
47,571.9829723834991
138,548.5280473232269
48,571.636821269989
139,548.693122625351
49,571.6858744621277
140,547.2016367912292
50,571.8147304058075
141,547.4176681041718
51,571.637345790863
142,547.5794386863708
52,571.5078864097595
143,547.3729343414307
53,572.0880007743835
144,547.4454441070557
54,571.618070602417
145,547.9342725276947
55,571.6389346122742
146,547.4375653266907
56,571.5735194683075
147,547.5497524738312
57,572.0137512683868
148,548.5412724018097
58,571.5873484611511
149,549.0420575141907
59,571.6048629283905
150,547.7265255451202
60,571.986480474472
61,571.5990660190582
62,571.5656042098999
63,571.9715940952301
64,571.9364449977875
65,571.6302642822266
66,571.6568038463593
67,571.5192053318024
68,571.7182517051697
69,571.7634949684143
70,572.076122045517
71,571.5997927188873
72,571.576991558075
73,572.0171716213226
74,571.6618928909302
75,572.0945837497711
76,571.7992379665375
77,571.6583194732666
78,571.7155306339264
79,571.5904593467712
80,572.0978002548218
81,571.6297659873962
82,571.7818701267242
83,572.1492793560028
84,571.6912190914154
85,571.5646674633026
86,572.0014498233795
87,571.5364124774933
88,571.9786694049835
89,571.5384283065796
90,572.0707712173462
91,571.4462442398071
92,571.4590563774109
93,572.1644802093506
94,571.6006910800934
95,571.2732925415039
96,571.2676792144775
97,571.0300607681274
98,570.9242107868195
99,570.9582798480988
100,571.0642199516296
101,571.3989155292511
102,571.0079209804535
103,570.9283406734467
104,571.0278596878052
105,571.0636510848999
106,571.549268245697
107,570.9493992328644
108,571.0268542766571
109,570.9617078304291
110,571.4426441192627
111,571.333004951477
112,571.2324030399323
113,571.0851092338562
114,570.9957489967346
115,571.3422601222992
116,570.8158338069916
117,571.2408716678619
118,571.027453660965
119,570.891154050827
120,570.8298840522766
121,570.7778515815735
122,571.188355922699
123,570.7793018817902
124,570.7622909545898
125,570.6276142597198
126,570.7672772407532
127,571.3020489215851
128,571.0293486118317
129,570.9692866802216
130,571.035737991333
131,571.5454473495483
132,570.9479060173035
133,571.1188445091248
134,571.0577754974365
135,571.3268661499023
136,570.8979399204254
137,570.9823136329651
138,571.031320810318
139,571.287150144577
140,570.9487729072571
141,571.0003561973572
142,571.0242171287537
143,571.1079556941986
144,570.9544913768768
145,571.0271441936493
146,571.2061982154846
147,571.628607749939
148,571.086767911911
149,570.9688618183136
150,570.9985835552216
