,dice,presision,recall
before_mean,0.7536932719747369,0.7218276585021053,0.9178230229431578
before_std,0.30099949070866566,0.3030185543377375,0.24133295205087488
after_mean,0.8240783952578947,0.7781518476052631,0.9451171378947368
after_std,0.23086959760984888,0.24835047657369505,0.14319434987407695
difference,-0.07038512328315782,-0.05632418910315784,-0.027294114951579074
