,dice,presision,recall
before_mean,0.798811756351579,0.8082839552963157,0.8480375807263159
before_std,0.2630610058646016,0.27099364895409817,0.2390346891408695
after_mean,0.8000095084473685,0.8296018211842104,0.8509755504473684
after_std,0.27045702917838693,0.24572767539808,0.2660355234583295
difference,-0.0011977520957895393,-0.02131786588789475,-0.0029379697210525357
