,dice,presision,recall
before_mean,0.8596883950151516,0.8521483445050505,0.9501018929797979
before_std,0.269706217500335,0.2840003506978647,0.15705873377383114
after_mean,0.9111611629914529,0.9015212217521368,0.959736233119658
after_std,0.20747479274840896,0.22668489343290796,0.1258699713956696
difference,-0.05147276797630129,-0.04937287724708628,-0.009634340139860198
